,temperature_celsius,temperature_celsius,temperature_celsius,temperature_celsius,temperature_celsius,temperature_celsius,feels_like_celsius,feels_like_celsius,feels_like_celsius,feels_like_celsius,feels_like_celsius,feels_like_celsius,temperature_fahrenheit,temperature_fahrenheit,temperature_fahrenheit,temperature_fahrenheit,temperature_fahrenheit,temperature_fahrenheit,feels_like_fahrenheit,feels_like_fahrenheit,feels_like_fahrenheit,feels_like_fahrenheit,feels_like_fahrenheit,feels_like_fahrenheit,wind_mph,wind_mph,wind_mph,wind_mph,wind_mph,wind_mph,wind_kph,wind_kph,wind_kph,wind_kph,wind_kph,wind_kph,gust_mph,gust_mph,gust_mph,gust_mph,gust_mph,gust_mph,gust_kph,gust_kph,gust_kph,gust_kph,gust_kph,gust_kph,humidity,humidity,humidity,humidity,humidity,humidity,cloud,cloud,cloud,cloud,cloud,cloud,visibility_km,visibility_km,visibility_km,visibility_km,visibility_km,visibility_km,visibility_miles,visibility_miles,visibility_miles,visibility_miles,visibility_miles,visibility_miles,precip_mm,precip_mm,precip_mm,precip_mm,precip_mm,precip_mm,precip_in,precip_in,precip_in,precip_in,precip_in,precip_in,pressure_mb,pressure_mb,pressure_mb,pressure_mb,pressure_mb,pressure_mb,pressure_in,pressure_in,pressure_in,pressure_in,pressure_in,pressure_in,uv_index,uv_index,uv_index,uv_index,uv_index,uv_index,air_quality_Carbon_Monoxide,air_quality_Carbon_Monoxide,air_quality_Carbon_Monoxide,air_quality_Carbon_Monoxide,air_quality_Carbon_Monoxide,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Ozone,air_quality_Ozone,air_quality_Ozone,air_quality_Ozone,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Nitrogen_dioxide,air_quality_Nitrogen_dioxide,air_quality_Nitrogen_dioxide,air_quality_Nitrogen_dioxide,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_Sulphur_dioxide,air_quality_Sulphur_dioxide,air_quality_Sulphur_dioxide,air_quality_Sulphur_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM2.5,air_quality_PM2.5,air_quality_PM2.5,air_quality_PM2.5,air_quality_PM2.5,air_quality_PM10,air_quality_PM10,air_quality_PM10,air_quality_PM10,air_quality_PM10,air_quality_PM10,air_quality_us-epa-index,air_quality_us-epa-index,air_quality_us-epa-index,air_quality_us-epa-index,air_quality_us-epa-index,air_quality_us-epa-index,air_quality_gb-defra-index,air_quality_gb-defra-index,air_quality_gb-defra-index,air_quality_gb-defra-index,air_quality_gb-defra-index,air_quality_gb-defra-index,last_updated_epoch,last_updated_epoch,last_updated_epoch,last_updated_epoch,last_updated_epoch,last_updated_epoch,latitude,latitude,latitude,latitude,latitude,latitude,longitude,longitude,longitude,longitude,longitude,longitude,moon_illumination,moon_illumination,moon_illumination,moon_illumination,moon_illumination,moon_illumination
,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count,mean,median,std,min,max,count
country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,0.6312408947126955,0.6815114709851553,0.13881618275697125,0.291497975708502,0.8259109311740891,503,0.6480151349964727,0.6912442396313363,0.11519520341515588,0.3294930875576036,0.8110599078341012,503,0.630975764602788,0.6814092953523239,0.13879028356854464,0.2916041979010495,0.8260869565217392,503,0.6478454926232751,0.6903390914907229,0.11515915546776091,0.3288547664747281,0.8112603966730646,503,0.002137690442445876,0.0012506797172376,0.002507535548233586,0.0,0.0124524197933659,503,0.0021185899873095103,0.0012163805919718,0.0025048022354770077,0.0,0.0124003243681578,503,0.002963720255089969,0.0021697857336588,0.002764942845158454,5.424464334146989e-05,0.014429075128831,503,0.00294558655884561,0.0021235000674127,0.002766040528466373,3.370635027639219e-05,0.0144263179182958,503,0.22700531504848454,0.173469387755102,0.17672663490028626,0.0204081632653061,1.0,503,0.16093439363817097,0.03,0.28285842063738925,0.0,1.0,503,0.3076540755467197,0.3125,0.02951827069917846,0.0625,0.3125,503,0.31024380035576016,0.3157894736842105,0.031464767628142196,0.0526315789473684,0.3157894736842105,503,0.0008956676607024472,0.0,0.005975495233835234,0.0,0.0861742424242424,503,0.000862296102900666,0.0,0.005876447661897677,0.0,0.0843373493975903,503,0.030003562886884567,0.0296260320543953,0.0038262209163727593,0.0218552695483244,0.0398251578436134,503,0.03006856084345755,0.0296003946719289,0.0038201905427794705,0.0218714027298141,0.0397960861700378,503,0.3777701886838478,0.4294478527607362,0.2148734605740042,0.0061349693251533,0.7791411042944785,503,0.22018535581441084,0.217891756599715,0.008645567974107008,0.208087834629932,0.2619316615082188,503,0.2444418159236799,0.249635947576451,0.047918665990524384,0.1042230081131683,0.3578115248595798,503,0.01802967558223253,0.0129763853168108,0.013931329668820663,0.0023380874444704,0.1003507131166705,503,0.9514408898938473,0.9514829857998752,0.0007676292077160288,0.9504549762222289,0.955175835738993,503,0.012579629131819717,0.0115878488065172,0.0072980422665429815,0.0017299365772535,0.0420786005854026,503,0.24048910593536413,0.2388560435435435,0.005163619310112683,0.2347738363363363,0.2703171921921922,503,0.13240556660039762,0.2,0.11927561293684977,0.0,0.6000000000000001,503,0.14026949414623371,0.1111111111111111,0.13773177495242264,0.0,0.8888888888888888,503,0.5006390627096724,0.5011908953461841,0.2896516551894796,0.0,1.0,503,0.7189911041102838,0.7189824561403508,1.4008434269094355e-05,0.7189824561403508,0.7190137505926979,503,0.6895276453686886,0.6895302183849671,4.167906420863098e-06,0.6895209073980025,0.6895302183849671,503,0.4975149105367793,0.5,0.35042488052189846,0.0,1.0,503
Albania,0.6480710876441754,0.650472334682861,0.11000749794661488,0.4197031039136302,0.8650472334682862,503,0.6785920422167455,0.695852534562212,0.09610850589091165,0.444700460829493,0.8951612903225805,503,0.647837115239597,0.6499250374812595,0.10997897241392227,0.4197901049475263,0.8650674662668665,503,0.6783966705207017,0.6960972488803583,0.09608346694771035,0.4452975047984645,0.8950735764555342,503,0.0020070982479240447,0.0014681892332789,0.001864400219255953,0.0,0.0082653616095704,503,0.0019886761334949746,0.0014528990404108,0.001862129339536571,0.0,0.0082781456953642,503,0.0030560332067804236,0.0024410089503661,0.0023533053635648392,5.424464334146989e-05,0.0119880661784648,503,0.003035983907797602,0.0024268572199002,0.002354260777284162,3.370635027639219e-05,0.0119657543481191,503,0.4836896985434332,0.4795918367346938,0.1635641415087621,0.1224489795918367,1.0,503,0.2637773359840954,0.03,0.33600898495631765,0.0,1.0,503,0.3101329522862823,0.3125,0.02103096036102207,0.034375,0.3125,503,0.31306895469289525,0.3157894736842105,0.02380054182639633,0.0,0.3157894736842105,503,0.0029463371287426817,0.0,0.010344445268060028,0.0,0.1264204545454545,503,0.0028982730125272386,0.0,0.010370002072884282,0.0,0.1265060240963855,503,0.03338299489126431,0.0330257406508013,0.0029773492933274784,0.0228266148615832,0.0437105390966488,503,0.033441188095894255,0.0330537740503206,0.0029814487559177917,0.0231869758263443,0.0437428054596283,503,0.26748710192830744,0.263803680981595,0.1575880177631336,0.0061349693251533,0.5521472392638037,503,0.21036990688167165,0.2104733465282556,0.0012282967317289173,0.2078464191891068,0.2141825515639853,503,0.16309176354397018,0.1539421676721448,0.04421699979383699,0.0728104847097982,0.3184938631162887,503,0.0332490676702004,0.0289805938742108,0.02648373022307027,0.0014028524666822,0.1457680617255085,503,0.9511092381788271,0.9510081908077028,0.0005161526209682075,0.9504549762222289,0.9529425407758122,503,0.01029347838389071,0.009524564851555,0.005625981196598911,0.0003296297489609,0.0374935251299311,503,0.23725734122979025,0.2369322447447447,0.0017962688012846462,0.2344764528041554,0.2474370485350214,503,0.10377733598409543,0.2,0.10695740543296967,0.0,0.4000000000000001,503,0.10382151535233046,0.1111111111111111,0.09728433354747336,0.0,0.7777777777777777,503,0.5006383627279666,0.5011908953461841,0.2896514152848637,0.0,1.0,503,0.7835769640101543,0.7835704125177809,1.0612450203950486e-05,0.7835704125177809,0.7835941204362256,503,0.550248868506696,0.5502480108346031,1.3893021402463832e-06,0.5502480108346031,0.5502511144969247,503,0.4972763419483101,0.5,0.3504583469758968,0.0,1.0,503
Algeria,0.6541338021732235,0.664642375168691,0.08241544938214417,0.4615384615384615,0.8515519568151149,502,0.6953499366588942,0.7062211981566819,0.08585239615964302,0.5011520737327189,0.9527649769585254,502,0.653898648285419,0.664167916041979,0.08240044748291377,0.4610194902548726,0.8515742128935533,502,0.6951694182961053,0.7056941778630839,0.08578641413708016,0.5003198976327575,0.9520153550863724,502,0.003237945444973727,0.0025557368134855,0.0026516859654276536,0.0,0.0132680804785209,502,0.0032211335762504325,0.0025679145830517,0.002651761738184907,0.0,0.0132450331125827,502,0.004849276612022163,0.003986981285598001,0.0033983248017033945,0.0,0.0190398698128559,502,0.004829811131636276,0.003960496157476,0.0033992319110926145,0.0,0.0190103815558851,502,0.5735019107244491,0.5816326530612245,0.14103373220937068,0.2142857142857142,1.0,502,0.29649402390438245,0.25,0.2871521308846589,0.0,1.0,502,0.30446962151394424,0.3125,0.03108898757051851,0.09375,0.3125,502,0.30551478297336965,0.3157894736842105,0.037832684740005236,0.0526315789473684,0.3157894736842105,502,0.0007927570022938482,0.0,0.004425507550009315,0.0,0.0561079545454545,502,0.0007200115201843203,0.0,0.004412765540316889,0.0,0.0542168674698795,502,0.03411705291510011,0.0339970859640602,0.002552970002885084,0.0262263234579893,0.0451675570665371,502,0.034171814632605865,0.0340404538727183,0.002569586113158448,0.0263114619306035,0.0452228251932248,502,0.2174492215188326,0.1717791411042944,0.14437607819688328,0.0061349693251533,0.4907975460122699,502,0.2113587395729601,0.211078931023885,0.0019174034916054395,0.2074505387840247,0.2195192649317189,502,0.14838669039257985,0.1289785729144997,0.09117927050003657,0.0124817973788225,0.6785937174953194,502,0.08427345097049255,0.0741816693944353,0.05913975052507254,0.0028057049333645,0.2725040916530278,502,0.9519594603327756,0.9515972882979906,0.0013625799505141653,0.9505310194642184,0.9577784156960856,502,0.013391194974540018,0.0120463563520643,0.009012533286250192,0.0009492345402408,0.1038624923478808,502,0.2394681139192115,0.2384102852852852,0.004538430169489929,0.2348061744176608,0.2892736486486486,502,0.14621513944223108,0.2,0.1278394761665871,0.0,0.8,502,0.15382912793271358,0.1111111111111111,0.15968590606304914,0.0,1.0,502,0.5013664456561835,0.5021850340699601,0.2894802948058096,0.0,1.0,502,0.7402773618659547,0.7402854433380748,1.3138162322148272e-05,0.7402560455192033,0.7402854433380748,502,0.5029355991754444,0.5029360645561763,7.565759690529982e-07,0.5029343716494555,0.5029360645561763,502,0.4962749003984064,0.5,0.3502269981412568,0.0,1.0,502
Andorra,0.5050453017388248,0.5006747638326585,0.1145637896342086,0.2280701754385964,0.7260458839406208,503,0.5448804866652618,0.5437788018433178,0.10928922706562537,0.2557603686635944,0.7246543778801843,503,0.5048047546803139,0.5,0.11457587280820755,0.2271364317841079,0.7256371814092955,503,0.5447634093074312,0.5431861804222649,0.10922803993677956,0.255278310940499,0.7242482405630198,503,0.0016894824635654863,0.0014681892332789,0.001351099724754414,0.0,0.0096247960848287,503,0.0016699371281433779,0.0014528990404108,0.0013479390321899283,0.0,0.0095958913366671,503,0.0025834685405332655,0.0024410089503661,0.0017563124067814968,5.424464334146989e-05,0.0174125305126118,503,0.00256503315284237,0.0024268572199002,0.0017563554952104738,3.370635027639219e-05,0.0173924767426183,503,0.5768044792469671,0.5714285714285714,0.21514805812985097,0.1224489795918367,1.0,503,0.41147117296222663,0.26,0.36406380327163207,0.0,1.0,503,0.29976391650099404,0.3125,0.04765599573454716,0.0,0.3125,503,0.30134979596107564,0.3157894736842105,0.05060793873048348,0.0,0.3157894736842105,503,0.0029472784505090465,0.0,0.009188252812805275,0.0,0.1413352272727272,503,0.002802462334427162,0.0,0.009403257793528179,0.0,0.144578313253012,503,0.03446730978866958,0.0344827586206896,0.0027657454494599077,0.0237979601748421,0.0437105390966488,503,0.03453902469086153,0.034533793783917,0.0027573850178482535,0.0240092090116757,0.0435783588225621,503,0.17309639097927765,0.1656441717791411,0.11510314279543202,0.0,0.4907975460122699,503,0.20844119473687192,0.2083916498245298,0.0006221194608239804,0.2067549349714775,0.210624742652163,503,0.1433289176941678,0.1456209694195964,0.02300300585921874,0.0565841481173289,0.2142708550031204,503,0.0028332878576099547,0.0017301847089081,0.003385967661783066,0.000233808744447,0.0215501519756838,503,0.9504646577514873,0.95046305581669,2.2461020480888338e-05,0.95044547081698,0.9506740758132112,503,0.0031861765959192148,0.0024176978955742,0.00273846617344049,0.0002057087907049,0.0161729242619887,503,0.2356400660439602,0.2351022897897897,0.0015612646618560365,0.2344384080025971,0.244557057057057,503,0.007554671968190855,0.0,0.0381674922308107,0.0,0.2,503,0.009940357852882704,0.0,0.0339887443393159,0.0,0.2222222222222222,503,0.5006383215525722,0.5011908953461841,0.28965141830520624,0.0,1.0,503,0.7946894262683735,0.7946894262683735,0.0,0.7946894262683735,0.7946894262683735,503,0.4986107215406282,0.4986081485243497,4.16790642082298e-06,0.4986081485243497,0.4986174595113143,503,0.4972763419483101,0.5,0.3504583469758968,0.0,1.0,503
Angola,0.6902498638399025,0.6909581646423752,0.039211384047057415,0.5964912280701755,0.7705802968960864,503,0.7465781348773716,0.7396313364055298,0.052389462626744876,0.6324884792626727,0.8951612903225805,503,0.6900113561509504,0.6904047976011993,0.03919337299598112,0.5959520239880061,0.7706146926536732,503,0.7463815952652606,0.7396033269353807,0.052364464290641885,0.6321177223288548,0.8950735764555342,503,0.002094123675564832,0.0015769439912996,0.0018379919604476934,0.0,0.0087547580206634,503,0.002075733193755387,0.0015880524395188,0.0018365159561459308,0.0,0.0087511825922421,503,0.003580685671703392,0.0024952535937076,0.0027404577862182432,0.0,0.0144833197721724,503,0.003561280289142808,0.0024605635701766,0.002741178916082672,0.0,0.0144600242685721,503,0.7211831054489389,0.7244897959183673,0.07948296006870297,0.3775510204081632,1.0,503,0.5900994035785289,0.75,0.30608924768675616,0.0,1.0,503,0.29577534791252486,0.3125,0.03666237373027113,0.0625,0.3125,503,0.29287433294967036,0.3157894736842105,0.04454865872681449,0.0526315789473684,0.3157894736842105,503,0.0007111685944936368,0.0,0.0037952696609393163,0.0,0.0440340909090909,503,0.000646722077175499,0.0,0.0037852531350040758,0.0,0.0421686746987951,503,0.03211136290561629,0.0320543953375425,0.0011745613391563304,0.0291403593977658,0.034968431277319,503,0.032158962031134976,0.032067094227923,0.0011597057060822261,0.0292715013977963,0.0350271336951159,503,0.3480222956738098,0.4233128834355828,0.17701161133273685,0.0245398773006134,0.7423312883435582,503,0.21705198236886794,0.2154315695862208,0.006519249695315447,0.2087394517308034,0.2652091830014559,503,0.19459734209678478,0.1581027667984189,0.11364167463993022,0.0395256916996047,0.8570834200124818,503,0.023280262312029107,0.0194645779752162,0.014988315667967479,0.0060790273556231,0.1699789572129997,503,0.9511698866327732,0.951060945806833,0.00039270718638569047,0.950635578921954,0.9538864275170076,503,0.023611680122372167,0.0178923275577905,0.02150152635987162,0.0034896141844885,0.1795193353871166,503,0.2418781130682022,0.2396302552552552,0.006951837395744107,0.2356184309309309,0.2851521284798311,503,0.26282306163021874,0.2,0.15315273248330177,0.0,1.0000000000000002,503,0.3028495692511597,0.2222222222222222,0.25248453893945877,0.0,1.0,503,0.5006392685866446,0.5011908953461841,0.28965152108148773,0.0,1.0,503,0.3078352794564994,0.3078397344713133,7.216466138712379e-06,0.3078236130867709,0.3078397344713133,503,0.531666339640617,0.5316697703289883,5.557208561378625e-06,0.5316573556797022,0.5316697703289883,503,0.4972166998011928,0.5,0.3505149978312266,0.0,1.0,503
Antigua and Barbuda,0.6980005895732085,0.7004048582995952,0.027053295094429986,0.6194331983805668,0.7597840755735492,499,0.7555779762289556,0.7534562211981566,0.03953455347160313,0.6520737327188939,0.8675115207373272,499,0.6977763623198421,0.7001499250374812,0.027046592059593116,0.6191904047976011,0.7593703148425788,499,0.755391781643902,0.7530390275111964,0.03951486692044368,0.6519513755598209,0.8675623800383877,499,0.006936330518568352,0.0070690592713431,0.0029471736452159523,0.0,0.0166938553561718,499,0.006915574628104654,0.0070617651033923,0.0029447234842403993,0.0,0.0166576564400594,499,0.011002857355611633,0.0111201518850013,0.0037226206460665504,0.0003254678600488,0.0263628966639544,499,0.010982866366412162,0.0110893892409329,0.003722965760735479,0.0003033571524875,0.0263246595658622,499,0.7804793259989365,0.7857142857142856,0.07564878029071241,0.5306122448979591,0.9387755102040816,499,0.4572945891783567,0.5,0.1843029181901229,0.0,1.0,499,0.31124749498997994,0.3125,0.01277299755749959,0.0625,0.3125,499,0.31399641388039234,0.3157894736842105,0.015719007432720037,0.0526315789473684,0.3157894736842105,499,0.002511177658346963,0.0004734848484848,0.005508705597995821,0.0,0.0532670454545454,499,0.0022333824275056033,0.0,0.0057670824523418885,0.0,0.0542168674698795,499,0.03278533755222923,0.0330257406508013,0.0011030338563556817,0.0296260320543953,0.034968431277319,499,0.03282803067078076,0.0330537740503206,0.0010922252222335875,0.0297648413089952,0.0351915803321822,499,0.09680711115482497,0.0,0.1656477651875749,0.0,0.4294478527607362,499,0.2084974852927109,0.2088989495932333,0.009368713122599891,0.0,0.2108974193466815,499,0.10740849287507818,0.0981901393800707,0.039857079235202486,0.0416059912627418,0.2142708550031204,499,0.001175729996349905,0.0008463876548982,0.001066420014280959,0.000233808744447,0.0084171148000935,499,0.950504729684876,0.9504798803839803,9.109138087691539e-05,0.95046267560048,0.9513911635851728,499,0.007192345099932071,0.0068447741292693,0.005753609198670027,0.0003296297489609,0.0526868542169062,499,0.23745470381351935,0.2367837432026621,0.002894687012869424,0.2345525424072721,0.253553004017531,499,0.050100200400801605,0.0,0.09386283025550751,0.0,0.6000000000000001,499,0.06346025384101536,0.0,0.09606059381460727,0.0,1.0,499,0.5026508083167137,0.5051467390178743,0.289578007419489,0.0,1.0,499,0.5539839356284878,0.5539753437648174,1.398031575805116e-05,0.5539753437648174,0.5540066382171644,499,0.3198182946786299,0.3198182946786299,0.0,0.3198182946786299,0.3198182946786299,499,0.49791583166332665,0.49,0.3507119336027008,0.0,1.0,499
Argentina,0.5202146314658134,0.5155195681511471,0.07764884857457759,0.340080971659919,0.7044534412955465,501,0.5614945224757857,0.5576036866359446,0.07811406033069762,0.3778801843317972,0.7361751152073732,501,0.520016937638965,0.514992503748126,0.07764457376693934,0.3395802098950524,0.7038980509745127,501,0.561371179585806,0.5572616762635957,0.07810436695531835,0.3781190019193858,0.7357645553422906,501,0.0022637704471426406,0.0020663404023926,0.0015632426596519594,0.0,0.0076672104404567,501,0.002244531075705011,0.0020610893363968,0.0015629124219078035,0.0,0.0076699553993782,501,0.004259124820605557,0.0039598589639273,0.0020654763349987754,5.424464334146989e-05,0.0144833197721724,501,0.004238321254215262,0.0039436429823378,0.0020652537296180894,3.370635027639219e-05,0.0144600242685721,501,0.8271009002403356,0.8673469387755101,0.12723179246925553,0.3571428571428571,1.0,501,0.2580838323353294,0.0,0.39124304589102143,0.0,1.0,501,0.2832709580838323,0.3125,0.07312426108946497,0.0,0.3125,501,0.28238260321462333,0.3157894736842105,0.08037845691390284,0.0,0.3157894736842105,501,0.0018958295530151755,0.0,0.008879273672667673,0.0,0.0849905303030303,501,0.0018637423947286112,0.0,0.009012200840243,0.0,0.0843373493975903,501,0.03401647409406534,0.0339970859640602,0.003237743356530555,0.0242836328314715,0.04273919378339,501,0.034083781130388416,0.0340404538727183,0.003241202931128892,0.0243381022858082,0.0427561256372307,501,0.07748919339235638,0.0,0.12029568456077273,0.0,0.4294478527607362,501,0.21823944416463162,0.2147502870286378,0.010035789560241886,0.2079037042089636,0.2930220830887297,501,0.0719484683638755,0.0692739754524651,0.043683259082984004,0.0,0.2059496567505721,501,0.050669365034252234,0.0415244330137947,0.03338081923006289,0.0063128361000701,0.2244914659808276,501,0.9512022414739755,0.9510961158062532,0.00048679799915184554,0.9505215140589696,0.9535052607665347,501,0.007927264511927015,0.0066588926918854,0.006025315700139786,0.0002057087907049,0.0452881534042326,501,0.23631014389531133,0.2359938063063063,0.0013682651658149293,0.234463771203636,0.244557057057057,501,0.058682634730538925,0.0,0.10502124107933745,0.0,0.6000000000000001,501,0.06808605012197826,0.0,0.1166273207211413,0.0,1.0,501,0.501429963220422,0.503179172793736,0.28976624335783624,0.0,1.0,501,0.06364923069934092,0.063655761024182,1.0601868550042032e-05,0.0636320531057372,0.063655761024182,501,0.32878558947789205,0.3287836465210767,3.15435652200501e-06,0.3287836465210767,0.3287907002990802,501,0.49628742514970065,0.49,0.35042972080227014,0.0,1.0,501
Armenia,0.619089779809671,0.650472334682861,0.14592030908175194,0.2982456140350877,0.8663967611336032,503,0.6452712297642715,0.6877880184331797,0.12394090607550058,0.3341013824884792,0.8582949308755758,503,0.61886104661387,0.6499250374812595,0.14589690237005773,0.2983508245877061,0.8658170914542729,503,0.6451502119719305,0.6884197056941779,0.12386924568268864,0.3346129238643633,0.8579654510556622,503,0.0014952157636021403,0.0011419249592169,0.001573499613874143,0.0,0.0119630233822729,503,0.0014763426469161414,0.0010812271928639,0.0015714067404654468,0.0,0.0119272874712799,503,0.0024644107149885655,0.0022782750203417,0.0019027187566875536,5.424464334146989e-05,0.014320585842148,503,0.0024449500918179274,0.0022920318187946,0.0019039045900909278,3.370635027639219e-05,0.0143251988674666,503,0.34259747636629195,0.2959183673469387,0.1736133821912291,0.0816326530612244,1.0,503,0.2376540755467197,0.25,0.2466001158752596,0.0,1.0,503,0.29376863817097415,0.3125,0.05339109414078434,0.021875,0.3125,503,0.29371141571622894,0.3157894736842105,0.06136805929584206,0.0,0.3157894736842105,503,0.0010782840833785058,0.0,0.004433306411046986,0.0,0.0525568181818181,503,0.001017988454813285,0.0,0.0046151210128394385,0.0,0.0542168674698795,503,0.03311939919492269,0.0330257406508013,0.003275990562426842,0.024769305488101,0.0417678484701311,503,0.033183565928879895,0.0330537740503206,0.0032775759961468824,0.0246669955599408,0.0419338924518993,503,0.35666979716791275,0.3680981595092024,0.18008330040686885,0.0,0.7116564417177914,503,0.21019674415851952,0.2099813091255568,0.0016766759130839492,0.2071436547490774,0.2223200932240046,503,0.14032302957788942,0.1248179737882255,0.05593100033906367,0.0436862908258789,0.3214062825046807,503,0.04917141992561809,0.030710778583119,0.04804020729021741,0.0011690437222352,0.2058919803600654,503,0.9506479151616087,0.9506037358143709,0.00016100413811340235,0.9504549762222289,0.9512192108042238,503,0.009294929214993596,0.008322531556472,0.0060217870989148084,0.0002057087907049,0.0284380011053749,503,0.23757573512338834,0.2371433933933933,0.002489460496416364,0.2344384080025971,0.2526510885885885,503,0.09065606361829026,0.0,0.1043485148328458,0.0,0.4000000000000001,503,0.08791694278771814,0.1111111111111111,0.09371072845713552,0.0,0.4444444444444445,503,0.5006387744819111,0.5011908953461841,0.2896516368310465,0.0,1.0,503,0.7726960267791072,0.7726989094357515,4.669478089723537e-06,0.7726884779516358,0.7726989094357515,503,0.6199215765729533,0.6199243834998026,4.546807004612991e-06,0.6199142260594775,0.6199243834998026,503,0.49733598409542745,0.5,0.3504931932624121,0.0,1.0,503
